"CANCION","GRUPO/ARTISTA","GENERO","PUNTUACION","IMPACTO SOCIAL","TIPO DE IMPACTO","DESCRIPCION","AÑO"
"MILDER ORE MIIX","WILLY LA TORRE VALQUI","HUAYNO","550","9","CULTURAL","D_1441",""
"DANZANTES DE FUEGO 2011 PAL MUNDO","DJ MISHA","HUAYNO","672","7","EDUCATIVO","D_1442",""
"MIX TOBAS SB 2012","DJ MISHA","HUAYNO","500","2","AMBIENTAL","D_1443",""
"MIX EXITOS","LOS IDOLOS DE HUARAL","HUAYNO","624","5","ECONOMICO","D_1444",""
"OLVIDAME","STRING KARMA","HUAYNO","300","1","POLITICO","D_1445",""
"GRANDES EXITOS","YARITA LIZETH YANARICO","HUAYNO","754","8","SOCIAL","D_1446",""
"MIX TINKUS BOSCO 2013 3RO B","DJ MISHA","HUAYNO","700","10","RELIGION","D_1447",""
"MIX REY MORENO 3RO A BOSCO 2013","DJ MISHA","HUAYNO","650","7","SOCIAL","D_1448",""
"YUYAY JAP'INA TAPES","LUZMILA CARPIO","HUAYNO","764","9","RELIGION","D_1449",""
"JIYAWAS (VOL2)","NELSON RIVADINEIRA ESTEFANIA CUELLAR","HUAYNO","260","5","CULTURAL","D_1450",""
"BALADA DE LA GUERRA","EDITH RAMOS GUERRA","HUAYNO","392","4","RELIGION","D_1451",""
"A QUE VOLVISTE","CAZADOR HUANCA","HUAYNO","600","8","CULTURAL","D_1452",""
"STRING KARMA 14","DJ ROYSER","HUAYNO","700","6","AMBIENTAL","D_1453",""
"A QUE VOLVISTE","CAZADOR HUANCA","HUAYNO","600","2","EDUCATIVO","D_1454",""
"QUIQUIN PACHA","KJARKAS","HUAYNO","654","6","ECONOMICO","D_1455",""
"PASTORITA HUARACINA","PASTORITA","HUAYNO","694","4","SOCIAL","D_1456",""
"EL CORAZON DEL PUEBLO (THE HEART OF THE PEOPLE)","LOS","HUAYNO","332","9","SOCIAL","D_1457",""
"ESPIRITU DE ESTA SELVA","BERSUIT","HUAYNO","584","5","SOCIAL","D_1458",""
"CANTO Y SENTIMIENTO DE UN PUEBLO","GRUPO","HUAYNO","700","8","POLITICO","D_1459",""
"LO MEJOR DE LUZMILA CARPIO S","CANTOS","HUAYNO","460","8","RELIGION","D_1460",""
"REINA DEL FOLKLORE 1970 1971","LUZMILA","HUAYNO","636","5","AMBIENTAL","D_1461",""
"EUSEBIO CHATO GRADOS","EUSEBIO","HUAYNO","600","9","AMBIENTAL","D_1462",""
"TU CUERPO EL HUMAHUAQUEÑO","ROBERTO CARLOS","HUAYNO","800","2","AMBIENTAL","D_1463",""
"LO MEJOR DE LOS DE UNCIA","LOS","HUAYNO","700","8","CULTURAL","D_1464",""
"LA SANTA TIERRA","ALICIA","HUAYNO","638","8","POLITICO","D_1465",""
"PURO HUAYNO ANTOLOGIA DE LA MUSICA PERUANA","VARIOUS","HUAYNO","756","3","EDUCATIVO","D_1466",""
"MUSIC OF NORTE POTOSI","MUSIQUE","HUAYNO","970","2","POLITICO","D_1467",""
"EL ALMA DE LA GUITARRA PERUANA","RAUL","HUAYNO","850","8","SOCIAL","D_1468",""
"TREN DEL CIELO","SOLEDAD","HUAYNO","800","10","ECONOMICO","D_1469",""
"GRANDES EXITOS","FLOR","HUAYNO","762","2","EDUCATIVO","D_1470",""
"WILLKA MAYU","WILLKA","HUAYNO","864","7","RELIGION","D_1471",""
"QUIERO BRINDAR","AMAPOLITA DE ARAHUAY","HUAYNO","664","10","RELIGION","D_1472",""
"GRACIAS POR QUERERNOS TANTO","GRUPO","HUAYNO","860","5","SOCIAL","D_1473",""
"TE LO ANUNCIO","NANCY","HUAYNO","700","9","EDUCATIVO","D_1474",""
"SELECCION DE EXITOS","CONDEMAYTA DE ACOMAYO","HUAYNO","662","8","POLITICO","D_1475",""
"LO NUESTRO TERMINO","GERALDINA","HUAYNO","750","3","SOCIAL","D_1476",""
"LA NIÑA MARAVILLA DEL FOLCKLORE","WENDY","HUAYNO","300","3","SOCIAL","D_1477",""
"LA TETITA","WENDY","HUAYNO","346","9","AMBIENTAL","D_1478",""
"EL MANANTIAL","ALMENERIO Y SAEZ","TONDERO","620","9","AMBIENTAL","D_1479",""
"UN PAR DE CERVEZAS","LAS","HUAYNO","480","8","CULTURAL","D_1480",""
"EXITOS DE LAS SOÑADORAS","LAS","HUAYNO","500","8","POLITICO","D_1481",""
"MILDER ORE MIIX","WILLY","HUAYNO","550","9","AMBIENTAL","D_1482",""
"DANZANTES DE FUEGO 2011 PAL MUNDO!!","DJ","HUAYNO","672","8","CULTURAL","D_1483",""
"MIX TOBAS SB 2012","DJ","HUAYNO","500","10","EDUCATIVO","D_1484",""
"MIX EXITOS","LOS","HUAYNO","624","8","CULTURAL","D_1485",""
"OLVIDAME","STRING","HUAYNO","300","10","CULTURAL","D_1486",""
"GRANDES EXITOS","YARITA","HUAYNO","754","8","EDUCATIVO","D_1487",""
"MIX TINKUS BOSCO 2013 3RO B","DJ","HUAYNO","700","7","ECONOMICO","D_1488",""
"MIX REY MORENO 3RO A BOSCO 2013","DJ","HUAYNO","650","10","AMBIENTAL","D_1489",""
"YUYAY JAP'INA TAPES","LUZMILA","HUAYNO","764","9","CULTURAL","D_1490",""
"JIYAWAS (VOL. 2)","NELSON","HUAYNO","260","10","AMBIENTAL","D_1491",""
"BALADA DE LA GUERRA","EDITH","HUAYNO","392","8","SOCIAL","D_1492",""
"MIX HUAYNO [DJN! '14]","TTOBE10","HUAYNO","500","10","CULTURAL","D_1493",""
"STRING KARMA 14","DJ","HUAYNO","700","2","SOCIAL","D_1494",""
"A QUE VOLVISTE","CAZADOR","HUAYNO","600","10","POLITICO","D_1495",""
"REMINISCENCE OF RAKTAKO HUAYNO FROM CUZCO AND AYACUCHO 1930 1940","ALBERTO JUSCAMAITA GASTELU","HUAYNO","460","10","AMBIENTAL","D_1496",""
"EXPRESION","EXPRESION","HUAYNO","700","8","POLITICO","D_1497",""
"CANCIONES DE ORO: FLOR MARCHITA","FLOR PILEÑA","HUAYNO","850","9","ECONOMICO","D_1498",""
"HUAYNOS BIEN PEGADITOS","LOS HERALDOS DEL PERU","HUAYNO","642","6","SOCIAL","D_1499",""
"POR TU CULPA","FLOR PILEÑA","HUAYNO","704","5","AMBIENTAL","D_1500",""
"CONTRAPUNTO EN EL VALLE DEL MANTARO","VARIOUS ARTISTS","HUAYNO","700","7","POLITICO","D_1501",""
"RECORDANDO","LUZMILA CARPIO","HUAYNO","800","9","ECONOMICO","D_1502",""
"BRISAS DE ACOMAYO","CONDEMAYTA DE ACOMAYO","HUAYNO","760","7","SOCIAL","D_1503",""
"FETES INDIENNES PEROU BOLIVIE","VARIOUS ARTISTS","HUAYNO","700","5","SOCIAL","D_1504",""
"CORAZON DE MADERA","QUINTETO LIRICO HUARAZ","HUAYNO","652","5","AMBIENTAL","D_1505",""
"MELODIAS Y CANCIONES","SONIA YASMINA Y SU CONJ. ","HUAYNO","700","4","CULTURAL","D_1506",""
"COLECCION DE ORO","FLOR PUCARINA","HUAYNO","750","4","POLITICO","D_1507",""
"LEJOS NUBE CANTANDO HUAYNOS Y FOLCLORICAS DEL PERU","VARIOUS ARTISTS","HUAYNO","662","4","POLITICO","D_1508",""
"MIS PRIMEROS EXITOS","EL JILGUERO DEL HUASCARAN","HUAYNO","200","3","CULTURAL","D_1509",""
"CANTA LA CALANDRIA DEL SUR","NUEVAMENTE CONDEMAYTA","HUAYNO","600","8","POLITICO","D_1510",""
"LINDA PILEÑA","FLOR PILEÑA","HUAYNO","650","3","SOCIAL","D_1511",""
"SI TU TE CASAS","FELICITA RAMOS CON EL CONJUNTO UNION HUANUQUEÑO","HUAYNO","784","9","ECONOMICO","D_1512",""
"LO MEJOR DE ALICIA DELGADO","ALICIA DELGADO","HUAYNO","806","7","ECONOMICO","D_1513",""
"Y SU CONJUNTO","EL HUALAYCHO DEL CUSCO","HUAYNO","716","5","EDUCATIVO","D_1514",""
"PENAS Y SUFRIMIENTOS","ESTHER SUAREZ","HUAYNO","738","10","RELIGION","D_1515",""
"TRAEN EL MENSAJE DE BOLIVIA EXPRESADO EN SU MUSICA","LOS PUMA PUNKU","HUAYNO","900","6","POLITICO","D_1516",""
"PAPITO POR QUE ME DEJASTE","WENDY SULCA","HUAYNO","502","8","EDUCATIVO","D_1517",""
"LO MEJOR DE TANY MEDINA","TANY MEDINA","HUAYNO","244","7","AMBIENTAL","D_1518",""
"YARIHUANGUI","YAHUAR WAUKY","HUAYNO","826","9","RELIGION","D_1519",""
"LAS CANCIONES DE PASTORITA HUARACINA","PASTORITA HUARACINA","HUAYNO","650","8","EDUCATIVO","D_1520",""
"SUSPIROS DE AMOR","ROSITA DE ESPINAR","HUAYNO","600","3","EDUCATIVO","D_1521",""
"TOCANDO Y CANTANDO","EL JILGUERO DEL HUASCARAN","HUAYNO","750","4","POLITICO","D_1522",""
"JULIO BENAVENTE DIAZ Y SU CHARANGO MUSICA DEL QOSQO V","JULIO BENAVENTE DIAZ","HUAYNO","628","8","SOCIAL","D_1523",""
"FOLCKLORE ANDINO","LA PALLASQUINITA","HUAYNO","800","5","AMBIENTAL","D_1524",""
"MAIZ","MARTINA PORTOCARRERO","HUAYNO","600","8","EDUCATIVO","D_1525",""
"FLORCITA DEL PERU","MARGARITA CARBAJAL B","HUAYNO","750","8","EDUCATIVO","D_1526",""
"FOLKLORE ANDINO Y LATINOAMERICANO VOL2","AGRUPACION CULTURAL SENTIMIENTO PERUANO","HUAYNO","700","8","SOCIAL","D_1527",""
"LO MEJOR DE LOS HERALDOS","LOS HERALDOS","HUAYNO","644","10","RELIGION","D_1528",""
"SELECCION DE EXITOS","MINA GONZALES","HUAYNO","800","5","AMBIENTAL","D_1529",""
"EL JILGUERO DEL HUASCARAN","ERNESTO SANCHEZ FAJARDO","HUAYNO","704","9","AMBIENTAL","D_1530",""
"CHIMAYCHA DE CHACRALLA","VARIOUS ARTISTS","HUAYNO","700","8","ECONOMICO","D_1531",""
"CONJUNTO LIRA PAUCINA","JAIME GUARDIA LIRA PAUCINA","HUAYNO","760","8","SOCIAL","D_1532",""
"NARRATIVO Y CANTO","JOSE MARIA ARGUEDAS","HUAYNO","734","9","AMBIENTAL","D_1533",""
"EL PENSAMIENTO GONZALO SIGUE LIBRE","VICTOR CAMPOS BULLON","HUAYNO","780","6","RELIGION","D_1534",""
"FERIA DE OCTUBRE","BANDA DE LA GUARDIA REPUBLICANA","FESTEJO","880","10","ECONOMICO","D_1535",""
"CUMANANA","NICOMEDES SANTA CRUZ","FESTEJO","706","8","AMBIENTAL","D_1536",""
"LOS REYES DEL FESTEJO","NICOMEDES SANTA CRUZ","FESTEJO","728","8","AMBIENTAL","D_1537",""
"TORO MATA","LUCILA CAMPOS","FESTEJO","999","7","ECONOMICO","D_1538",""
"UNICOS","ARTURO 'ZAMBO' CAVERO","FESTEJO","900","4","ECONOMICO","D_1539",""
"GRAN PREMIO DEL FESTIVAL HISPANOAMERICANO DE LA DANZA Y LA CANCION","PERU NEGRO","FESTEJO","804","7","RELIGION","D_1540",""
"SON DE LOS DIABLOS","PERU NEGRO","FESTEJO","784","5","AMBIENTAL","D_1541",""
"LOS MEJORES FESTEJOS","VARIOUS ARTISTS","FESTEJO","422","8","RELIGION","D_1542",""
"LES TRAEMOS EL CHACOMBO","ARTURO 'ZAMBO' CAVERO","FESTEJO","910","9","POLITICO","D_1543",""
"JIPI JAY","PEPE VASQUEZ","FESTEJO","999","9","ECONOMICO","D_1544",""
"VALSEANDO FESTEJOS","LUCILA CAMPOS","FESTEJO","926","8","EDUCATIVO","D_1545",""
"¡¡¡QUE TAL...TRIO!!!","OSCAR AVILES","FESTEJO","682","8","RELIGION","D_1546",""
"EVA AYLLON EN ESCENA","EVA AYLLON","FESTEJO","662","5","EDUCATIVO","D_1547",""
"PARA TODOS","EVA AYLLON","FESTEJO","768","4","SOCIAL","D_1548",""
"YSIGUEN FESTEJANDO JUNTOS","OSCAR AVILES","FESTEJO","642","5","ECONOMICO","D_1549",""
"EL SABOR DE LUCILA CAMPOS","LUCILA CAMPOS","FESTEJO","800","5","POLITICO","D_1550",""
"AFRO PERUVIAN CLASSICS: THE SOUL OF BLACK PERU","VARIOUS ARTISTS","FESTEJO","764","7","RELIGION","D_1551",""
"RITMO COLOR Y SABOR","EVA AYLLON","FESTEJO","802","7","EDUCATIVO","D_1552",""
"RITMO DE NEGROS","PEPE VASQUEZ","FESTEJO","736","4","CULTURAL","D_1553",""
"25 AÑOS 25 EXITOS VOLUMEN 1","EVA AYLLON","FESTEJO","774","9","AMBIENTAL","D_1554",""
"SANGRE DE UN DON","PERU NEGRO","FESTEJO","746","4","CULTURAL","D_1555",""
"JOLGORIO","PERU NEGRO","FESTEJO","700","8","CULTURAL","D_1556",""
"THE RHYTHMS OF BLACK PERU","VARIOUS ARTISTS","FESTEJO","704","9","AMBIENTAL","D_1557",""
"MUMA","MUMA","FESTEJO","736","7","ECONOMICO","D_1558",""
"CAMBIO DE PIEL","TRIBAL DE MANONGO MUJICA","FESTEJO","700","9","CULTURAL","D_1559",""
"TONDERO CHICLAYANO","MONTES Y MANRIQUE","TONDERO","642","7","EDUCATIVO","D_1560",""
"EL JILGUERILLO","MONTES Y MANRIQUE","TONDERO","642","5","AMBIENTAL","D_1561",""
"LAS ISABELES","MONTES Y MANRIQUE","TONDERO","600","1","RELIGION","D_1562",""
"SUERTE TRAIDORA","MONTES Y MANRIQUE","TONDERO","600","9","RELIGION","D_1563",""
"EL GUADALUPANO","MONTES Y MANRIQUE","TONDERO","700","10","POLITICO","D_1564",""
"LA PASTORA","MONTES Y MANRIQUE","TONDERO","700","8","RELIGION","D_1565",""
"MATRACA","ALMENERIO Y SAEZ","TONDERO","200","4","CULTURAL","D_1566",""
"LA HUANCHAGUERA","ALMENERIO Y SAEZ","TONDERO","200","9","AMBIENTAL","D_1567",""
"LA VERBENITA","ALMENERIO Y SAEZ","TONDERO","666","9","SOCIAL","D_1568",""
"HUASCAR","RODRIGUEZ Y VARGAS","TONDERO","622","8","ECONOMICO","D_1569",""
"SI DOS CON EL ALMA","SAEZ Y HERMANOS ASCUEZ","TONDERO","844","3","EDUCATIVO","D_1570",""
"CHINA DE A PESO","ANTONIO SALERNO","TONDERO","222","8","SOCIAL","D_1571",""
"EL LAMBAYECANO","SAEZ Y HERMANOS ASCUEZ","TONDERO","422","8","POLITICO","D_1572",""
"EL LADRON","ANTONIO SALERNO","TONDERO","932","4","EDUCATIVO","D_1573",""
"TRISTE AÑORANZA","JOSE CARLOS MARTINEZ","TONDERO","644","9","SOCIAL","D_1574",""
"CHINA CHOLA COMO NO","JOSE CARLOS MARTINEZ","TONDERO","660","5","RELIGION","D_1575",""
"PLEITO EN UNA FONDA DE CHINOS","ROGELIO SOTO GONZALES","TONDERO","222","4","POLITICO","D_1576",""
